flow,amount,categories,unit
Phosphorus pentachloride,1.2250570074949495e-15,"('water',)",kilogram
Copper oxychloride,1.203607483057997e-15,"('water',)",kilogram
Diazinon,1.0977354468649956e-15,"('soil', 'agricultural')",kilogram
Ethephon,6.21218735428184e-16,"('air', 'non-urban air or from high stacks')",kilogram
Dimethoate,6.167316584529439e-16,"('soil', 'agricultural')",kilogram
Chlorpyrifos,4.104912238081343e-16,"('water',)",kilogram
Chlorpyrifos,2.830656494583906e-16,"('water', 'ground-')",kilogram
Phosmet,1.2827428893935852e-16,"('soil', 'agricultural')",kilogram
Glufosinate,6.61020590036046e-17,"('soil', 'agricultural')",kilogram
Azinphos-methyl,4.5242792465082674e-17,"('soil', 'agricultural')",kilogram
Maneb,2.2118219565234247e-17,"('soil', 'agricultural')",kilogram
Mancozeb,1.2699603875885942e-17,"('water', 'surface water')",kilogram
Phosphorus pentafluoride,7.870784232843223e-18,"('air',)",kilogram
Chlorpyrifos methyl,4.786569983336012e-18,"('air', 'non-urban air or from high stacks')",kilogram
Phosphorus oxychloride,4.664611346468235e-18,"('water',)",kilogram
Phosphine,-2.0798034217439772e-18,"('air', 'urban air close to ground')",kilogram
Terbufos,1.565194541154922e-18,"('soil', 'agricultural')",kilogram
Ethephon,1.4836845931205456e-18,"('soil', 'forestry')",kilogram
Copper oxide,3.488130532886277e-19,"('soil', 'agricultural')",kilogram
Tebupirimfos,1.485958651819986e-19,"('soil', 'agricultural')",kilogram
Ethephon,5.1161537927844844e-20,"('water', 'surface water')",kilogram
Chlorpyrifos,4.111834519105039e-20,"('water', 'surface water')",kilogram
Copper oxide,3.787231794979348e-20,"('air', 'non-urban air or from high stacks')",kilogram
Chlorpyrifos methyl,2.3431327875277718e-20,"('soil', 'forestry')",kilogram
Glufosinate,-2.758017930348342e-21,"('air', 'non-urban air or from high stacks')",kilogram
Chlorpyrifos methyl,8.079768213774677e-22,"('water', 'surface water')",kilogram
Phosphorus trichloride,6.691537382936447e-22,"('air',)",kilogram
Copper oxide,1.3896313215411667e-22,"('soil', 'forestry')",kilogram
Copper oxychloride,9.119247057071969e-23,"('water', 'surface water')",kilogram
Phosphorus trichloride,1.5764121193588114e-23,"('water',)",kilogram
Glufosinate,-6.58709810314619e-24,"('soil', 'forestry')",kilogram
Copper oxide,4.791832024195802e-24,"('water', 'surface water')",kilogram
Glufosinate,-2.2714132523055304e-25,"('water', 'surface water')",kilogram
Tin ion,-2.518187534617864e-37,"('water', 'ocean')",kilogram
Ethephon,2.385852935142403e-49,"('water', 'ground-')",kilogram
