flow,amount,categories,unit
Quizalofop-ethyl,0.08760298470950337,"('air', 'non-urban air or from high stacks')",kilogram
Ethalfluralin,0.08688807333104996,"('soil', 'agricultural')",kilogram
Urea,0.08645136640382793,"('water', 'surface water')",kilogram
Dimethyl malonate,0.08533840909978185,"('air', 'urban air close to ground')",kilogram
"Benzene, hexachloro-",0.08461116315852547,"('air', 'urban air close to ground')",kilogram
1-Pentanol,0.07432188526818526,"('air', 'urban air close to ground')",kilogram
Acetonitrile,0.07335691286214431,"('water', 'surface water')",kilogram
Flumiclorac-pentyl,0.07312347271049857,"('air', 'non-urban air or from high stacks')",kilogram
Acenaphthylene,0.07131735053383678,"('water', 'ocean')",kilogram
Choline chloride,0.06809528507619425,"('soil', 'agricultural')",kilogram
Cu-HDO,0.066154570176141,"('water',)",kilogram
Trimethylamine,0.06550691048540211,"('water', 'surface water')",kilogram
Methyl formate,0.06349822113698617,"('air', 'urban air close to ground')",kilogram
Cyanoacetic acid,0.0634172490606834,"('air', 'urban air close to ground')",kilogram
Acetyl chloride,0.06293995863990673,"('water', 'surface water')",kilogram
"Phenol, 2,4-dichloro",0.05820388823538813,"('air',)",kilogram
2-Aminopropanol,0.057191212513141715,"('water', 'surface water')",kilogram
Fenpropidin,0.055686779064140476,"('soil', 'agricultural')",kilogram
Butadiene,0.05383498057408702,"('air', 'urban air close to ground')",kilogram
Formamide,0.053205160710187036,"('air', 'urban air close to ground')",kilogram
Thiodicarb,0.05069000322967239,"('air', 'non-urban air or from high stacks')",kilogram
Propylamine,0.0502973232377025,"('air', 'urban air close to ground')",kilogram
Procymidone,0.048830715419650984,"('soil', 'agricultural')",kilogram
o-Nitrotoluene,0.048776761209087596,"('air', 'urban air close to ground')",kilogram
2-Nitrobenzoic acid,0.046352983901092576,"('air', 'urban air close to ground')",kilogram
Cyfluthrin,0.04434476433168135,"('air', 'non-urban air or from high stacks')",kilogram
Sethoxydim,0.044161407794669046,"('soil', 'agricultural')",kilogram
Anthranilic acid,0.04396858585793097,"('air', 'urban air close to ground')",kilogram
Chloridazon,0.040286166895959166,"('soil', 'agricultural')",kilogram
Mecoprop,0.036687041694222905,"('soil', 'agricultural')",kilogram
Formic acid,0.03627569262714217,"('water', 'surface water')",kilogram
Metconazole,0.035694310156506294,"('soil', 'agricultural')",kilogram
Fludioxonil,0.03462166263807824,"('soil', 'agricultural')",kilogram
Propiconazole,0.03391597391478605,"('soil', 'agricultural')",kilogram
Chloroacetyl chloride,0.033816932989856704,"('water', 'surface water')",kilogram
Methyl ethyl ketone,0.03335449792755,"('air', 'non-urban air or from high stacks')",kilogram
"Methane, trichlorofluoro-, CFC-11",0.03297001485101351,"('air', 'urban air close to ground')",kilogram
Flumetsulam,0.03182144387118185,"('air', 'non-urban air or from high stacks')",kilogram
Methyl borate,0.03035970526170595,"('air', 'urban air close to ground')",kilogram
"Methane, dichlorofluoro-, HCFC-21",0.029889740381996096,"('air', 'urban air close to ground')",kilogram
Fenpropimorph,0.027681463571260723,"('soil', 'agricultural')",kilogram
Trimethylamine,0.027294546434873068,"('air', 'urban air close to ground')",kilogram
Methyl formate,0.025351182817508616,"('water', 'surface water')",kilogram
Methyl acetate,0.024904734857404454,"('water', 'surface water')",kilogram
Dimethenamid,0.024267424433252895,"('soil', 'agricultural')",kilogram
2-Aminopropanol,0.02380746996598403,"('air', 'urban air close to ground')",kilogram
Diflufenican,0.022022066960185428,"('soil', 'agricultural')",kilogram
"Cyhalothrin, gamma-",0.022022022754948193,"('soil', 'agricultural')",kilogram
Tebutam,0.021451249310911264,"('soil', 'agricultural')",kilogram
Carbaryl,0.021213216731132335,"('soil', 'agricultural')",kilogram
Quinclorac,0.020978420936526913,"('soil', 'agricultural')",kilogram
Diflubenzuron,0.020766953745127634,"('air', 'non-urban air or from high stacks')",kilogram
Scandium,0.019563402955317298,"('air',)",kilogram
Benzo(b)fluoranthene,0.018938642963599494,"('air',)",kilogram
Methanesulfonic acid,0.01890566437146846,"('air', 'urban air close to ground')",kilogram
Mecoprop-P,0.01835142227166219,"('soil', 'agricultural')",kilogram
Propanal,0.018071499553860663,"('air',)",kilogram
Metamitron,0.018015059323816404,"('soil', 'agricultural')",kilogram
Carfentrazone-ethyl,0.01677031906611377,"('air', 'non-urban air or from high stacks')",kilogram
Imazaquin,0.01647255990413476,"('soil', 'agricultural')",kilogram
Fluroxypyr,0.016241947461220648,"('soil', 'agricultural')",kilogram
Diclofop-methyl,0.015993159133101825,"('soil', 'agricultural')",kilogram
Benz(a)anthracene,0.015926617956557594,"('air',)",kilogram
Bromoxynil,0.015875584749990148,"('soil', 'agricultural')",kilogram
Trifloxystrobin,0.01579897855633116,"('air', 'non-urban air or from high stacks')",kilogram
Dicamba,0.015684190108347935,"('soil', 'agricultural')",kilogram
Cyanide,0.014992009196333275,"('air',)",kilogram
Anthraquinone,0.014923968830472542,"('soil', 'agricultural')",kilogram
Vinclozolin,0.01492069740133097,"('soil', 'agricultural')",kilogram
Thifensulfuron,0.014854069003850353,"('air', 'non-urban air or from high stacks')",kilogram
Ioxynil,0.014149919696365715,"('soil', 'agricultural')",kilogram
Ethylene oxide,0.014092172182523694,"('air', 'lower stratosphere + upper troposphere')",kilogram
Diclofop,0.013815832901691512,"('soil', 'agricultural')",kilogram
Benzo(k)fluoranthene,0.013695965627504017,"('air',)",kilogram
Esfenvalerate,0.013391929782857442,"('soil', 'agricultural')",kilogram
Bentazone,0.0132371644543381,"('water', 'ground-')",kilogram
Lactofen,0.012499377014067841,"('soil', 'agricultural')",kilogram
Trinexapac-ethyl,0.01195772909674296,"('soil', 'agricultural')",kilogram
Arsine,0.011314492722612585,"('air', 'urban air close to ground')",kilogram
Permethrin,0.011262142129010135,"('soil', 'agricultural')",kilogram
Quizalofop ethyl ester,0.010714592775677791,"('soil', 'agricultural')",kilogram
Methyl acetate,0.010376938768387084,"('air', 'urban air close to ground')",kilogram
Clodinafop-propargyl,0.009922477971614198,"('soil', 'agricultural')",kilogram
Flufenacet,0.009534911066784184,"('soil', 'agricultural')",kilogram
Flurtamone,0.009396522102557883,"('soil', 'agricultural')",kilogram
Terbufos,0.009136847997817733,"('soil', 'agricultural')",kilogram
Butadiene,0.008930536720017134,"('air',)",kilogram
Formaldehyde,0.008910948983569625,"('air', 'lower stratosphere + upper troposphere')",kilogram
Simazine,0.008891066846115733,"('soil', 'agricultural')",kilogram
Epoxiconazole,0.008396807422928617,"('soil', 'agricultural')",kilogram
Acifluorfen,0.008330515680408117,"('soil', 'agricultural')",kilogram
Quizalofop-P,0.007571607449404788,"('soil', 'agricultural')",kilogram
Methyl parathion,0.007436886544968048,"('soil', 'agricultural')",kilogram
Dimethoate,0.007265527195250843,"('soil', 'agricultural')",kilogram
Mesotrione,0.006801437459049331,"('soil', 'agricultural')",kilogram
Cyproconazole,0.006540892660251295,"('soil', 'agricultural')",kilogram
Carbetamide,0.006238131118718838,"('soil', 'agricultural')",kilogram
Clopyralid,0.006221800181694752,"('soil', 'agricultural')",kilogram
Bifenox,0.0060581417072652416,"('soil', 'agricultural')",kilogram
Prochloraz,0.005787051782220498,"('soil', 'agricultural')",kilogram
Deltamethrin,0.005437143855855063,"('soil', 'agricultural')",kilogram
Bensulfuron methyl ester,0.00537358539487211,"('soil', 'agricultural')",kilogram
Dichlorprop-P,0.005302281877038555,"('soil', 'agricultural')",kilogram
"Methane, fossil",0.005294476009863061,"('air', 'lower stratosphere + upper troposphere')",kilogram
Kresoxim-methyl,0.005049141562039965,"('soil', 'agricultural')",kilogram
Isoxaflutole,0.004839681179108045,"('soil', 'agricultural')",kilogram
"Methane, bromotrifluoro-, Halon 1301",0.004822459559707922,"('air', 'urban air close to ground')",kilogram
Zeta-cypermethrin,0.004810062105834422,"('soil', 'agricultural')",kilogram
Benzal chloride,0.004748982755724616,"('air',)",kilogram
Chlorotoluron,0.004596808139924108,"('soil', 'agricultural')",kilogram
Tebupirimphos,0.004364591265214495,"('soil', 'agricultural')",kilogram
Trifloxystrobin,0.004003599258902099,"('soil', 'agricultural')",kilogram
Ethylene oxide,0.003839711015924707,"('air', 'non-urban air or from high stacks')",kilogram
Silthiofam,0.0037959411854579417,"('soil', 'agricultural')",kilogram
Copper,0.003510571189746416,"('air', 'lower stratosphere + upper troposphere')",kilogram
Tefluthrin,0.0034945659143838584,"('soil', 'agricultural')",kilogram
Hexane,0.0034572454390367573,"('air',)",kilogram
Flumiclorac-pentyl,0.0031331595048158813,"('soil', 'agricultural')",kilogram
Sodium tetrahydridoborate,0.0030230518379645256,"('air', 'urban air close to ground')",kilogram
4-Methyl-2-pentanone,0.0030057726883492906,"('air', 'non-urban air or from high stacks')",kilogram
Endothall,0.0029452941521315485,"('soil', 'agricultural')",kilogram
Flumetsulam,0.002673743636246208,"('soil', 'agricultural')",kilogram
Cloquintocet-mexyl,0.0026428807186853025,"('soil', 'agricultural')",kilogram
Benzene,0.0026033454503826517,"('air', 'lower stratosphere + upper troposphere')",kilogram
Quinoxyfen,0.002452048496464864,"('soil', 'agricultural')",kilogram
Metolachlor,0.0024252721859041957,"('water', 'ground-')",kilogram
Butadiene,0.0023743044001201794,"('air', 'lower stratosphere + upper troposphere')",kilogram
Benz(a)anthracene,0.0023404115735693475,"('water', 'surface water')",kilogram
Phenmedipham,0.0023237100837894585,"('soil', 'agricultural')",kilogram
Thiodicarb,0.0021730009350504715,"('soil', 'agricultural')",kilogram
Mefenpyr,0.0019531062058460013,"('soil', 'agricultural')",kilogram
Chrysene,0.0017405734018149785,"('air',)",kilogram
Picoxystrobin,0.0015939608286851274,"('soil', 'agricultural')",kilogram
"Methane, bromo-, Halon 1001",0.0015576907195679554,"('air',)",kilogram
Tri-allate,0.0015277543226437731,"('soil', 'agricultural')",kilogram
Chrysene,0.0015095654117380313,"('water', 'surface water')",kilogram
Dithianon,0.0014395254633925512,"('soil', 'agricultural')",kilogram
Flusilazole,0.0014210507817312237,"('soil', 'agricultural')",kilogram
Triadimenol,0.0013497369157083419,"('soil', 'agricultural')",kilogram
Aclonifen,0.0013468674222262057,"('soil', 'agricultural')",kilogram
Phosphate,0.0013046363139467513,"('water',)",kilogram
Isoprene,0.001301336900175854,"('air',)",kilogram
Fenoxaprop ethyl ester,0.0012494533667427885,"('soil', 'agricultural')",kilogram
Bifenthrin,0.0012413398128882768,"('soil', 'agricultural')",kilogram
Benzo(ghi)perylene,0.001171796736367387,"('air',)",kilogram
Halosulfuron-methyl,0.0011711804181640244,"('soil', 'agricultural')",kilogram
"Ethane, 1,1,1-trichloro-, HCFC-140",0.0011342872112243849,"('air',)",kilogram
Thifensulfuron-methyl,0.0011236442447145093,"('soil', 'agricultural')",kilogram
Tribenuron-methyl,0.0010684133293955875,"('soil', 'agricultural')",kilogram
"Methane, dichlorodifluoro-, CFC-12",0.0010356537977406213,"('air',)",kilogram
Phosphine,0.0010240777066277229,"('air', 'urban air close to ground')",kilogram
Nicosulfuron,0.0010196069906916099,"('soil', 'agricultural')",kilogram
Diflufenzopyr-sodium,0.0009468559817460599,"('soil', 'agricultural')",kilogram
Glyphosate,0.0009058352447292503,"('water', 'surface water')",kilogram
Oxydemeton-methyl,0.0007926292966808535,"('soil', 'agricultural')",kilogram
Carfentrazone-ethyl,0.0007187648251144543,"('soil', 'agricultural')",kilogram
Sulfosulfuron,0.0007035478976801183,"('soil', 'agricultural')",kilogram
Desmedipham,0.0006868984182043273,"('soil', 'agricultural')",kilogram
Butadiene,0.0006469751064754548,"('air', 'non-urban air or from high stacks')",kilogram
Naphthalene,0.0005967507727263853,"('air',)",kilogram
MCPB,0.0005002640506789804,"('soil', 'agricultural')",kilogram
Triasulfuron,0.0004805839977821635,"('soil', 'agricultural')",kilogram
Chlorsulfuron,0.000462624366510006,"('soil', 'agricultural')",kilogram
Fenbuconazole,0.00044920134105167495,"('soil', 'agricultural')",kilogram
"Ethene, chloro-",0.0004454550963078847,"('air',)",kilogram
Cadmium,0.00041724015944287365,"('air', 'lower stratosphere + upper troposphere')",kilogram
Rimsulfuron,0.0004115133708102551,"('soil', 'agricultural')",kilogram
"VOC, volatile organic compounds, unspecified origin",0.00039315382458740913,"('air',)",kilogram
Primisulfuron,0.0003907615331145935,"('soil', 'agricultural')",kilogram
Lenacil,0.00038855491179266995,"('soil', 'agricultural')",kilogram
Bromuconazole,0.0003449123163848748,"('soil', 'agricultural')",kilogram
Fluquinconazole,0.00029448974774409753,"('soil', 'agricultural')",kilogram
Benzo(a)pyrene,0.00028590033787343876,"('water', 'surface water')",kilogram
Benzo(b)fluoranthene,0.000278841055822574,"('water', 'surface water')",kilogram
Carbon disulfide,0.0002660825655922833,"('air',)",kilogram
Phosphorus trichloride,0.00021735244738996806,"('air', 'urban air close to ground')",kilogram
Fenoxaprop-P ethyl ester,0.0002150723836291176,"('soil', 'agricultural')",kilogram
Bitertanol,0.00019573375749973518,"('soil', 'agricultural')",kilogram
Cinidon-ethyl,0.00017799589163912486,"('soil', 'agricultural')",kilogram
Zinc,0.0001767966712114481,"('air', 'lower stratosphere + upper troposphere')",kilogram
2-Methyl-2-butene,0.00017271012092090276,"('water', 'surface water')",kilogram
Foramsulfuron,0.00014294585947126438,"('soil', 'agricultural')",kilogram
Benzo(k)fluoranthene,0.00013118472207363215,"('water', 'surface water')",kilogram
Prosulfuron,0.00012910827952776203,"('soil', 'agricultural')",kilogram
Carfentrazone ethyl ester,0.00011056598642892923,"('soil', 'agricultural')",kilogram
Metosulam,8.831278317879591e-05,"('soil', 'agricultural')",kilogram
Nickel,8.266918249158855e-05,"('air', 'lower stratosphere + upper troposphere')",kilogram
Silver,7.875761176878502e-05,"('soil', 'agricultural')",kilogram
Furan,7.798873713211404e-05,"('air',)",kilogram
Chloroform,7.723293725146786e-05,"('air',)",kilogram
Amidosulfuron,7.422814132754985e-05,"('soil', 'agricultural')",kilogram
2-Methyl-2-butene,7.196146981758278e-05,"('air', 'urban air close to ground')",kilogram
Tribenuron,6.38849891541744e-05,"('soil', 'agricultural')",kilogram
Cumene,6.195485111502545e-05,"('air',)",kilogram
Prohexadione-calcium,4.3588137653722646e-05,"('soil', 'agricultural')",kilogram
Flupyrsulfuron-methyl,4.313381536979368e-05,"('soil', 'agricultural')",kilogram
Picloram,4.2834117667151064e-05,"('soil', 'agricultural')",kilogram
Benzo(ghi)perylene,3.9412436457638634e-05,"('water', 'surface water')",kilogram
Chromium IV,3.5533898730408406e-05,"('air', 'urban air close to ground')",kilogram
Metolachlor,3.25498983528328e-05,"('water', 'surface water')",kilogram
Florasulam,3.123101770221987e-05,"('soil', 'agricultural')",kilogram
Flucarbazone sodium salt,2.8083925242854062e-05,"('soil', 'agricultural')",kilogram
Imazapyr,2.523621360446354e-05,"('soil', 'agricultural')",kilogram
Iodosulfuron-methyl-sodium,2.4658053444502923e-05,"('soil', 'agricultural')",kilogram
Diethyl ether,2.437817892429464e-05,"('air', 'urban air close to ground')",kilogram
Atrazine,1.5156123983689164e-05,"('water', 'ground-')",kilogram
Diethylene glycol,1.4427059245710837e-05,"('air', 'urban air close to ground')",kilogram
Mercury,1.4009209646497524e-05,"('air', 'lower stratosphere + upper troposphere')",kilogram
Cyclohexane,1.36576792677417e-05,"('air', 'urban air close to ground')",kilogram
Iodosulfuron,1.2166420561696959e-05,"('soil', 'agricultural')",kilogram
Bentazone,8.203309214294104e-06,"('water', 'surface water')",kilogram
Propanol,7.232455537855536e-06,"('air', 'non-urban air or from high stacks')",kilogram
Lead,5.233114700243377e-06,"('air', 'lower stratosphere + upper troposphere')",kilogram
Asulam,4.699818309540271e-06,"('soil', 'agricultural')",kilogram
Chromium,1.7679476494730156e-06,"('air', 'lower stratosphere + upper troposphere')",kilogram
Dicamba,1.5672610696473864e-06,"('water', 'ground-')",kilogram
Dichlorprop,6.355570458720306e-07,"('soil', 'agricultural')",kilogram
Anthracene,5.61613057853449e-07,"('air',)",kilogram
Dimethenamid,5.156741113000625e-07,"('air', 'non-urban air or from high stacks')",kilogram
4-Methyl-2-pentanol,4.1105012969513014e-07,"('water', 'surface water')",kilogram
Pendimethalin,2.6602854986570265e-07,"('water', 'ground-')",kilogram
Pyraclostrobin,2.2475722180187157e-07,"('water', 'ground-')",kilogram
Dimethenamid,1.8200163450595103e-07,"('water', 'ground-')",kilogram
Tefluthrin,1.2329151769458307e-07,"('air', 'non-urban air or from high stacks')",kilogram
Phosphoric acid,8.822337176749543e-08,"('air', 'urban air close to ground')",kilogram
Atrazine,5.8618190822325516e-08,"('water', 'surface water')",kilogram
MCPB,3.13803470183718e-08,"('water', 'surface water')",kilogram
MCPA,2.926533810976796e-08,"('water', 'surface water')",kilogram
Mefenpyr-diethyl,2.8129145446011174e-08,"('soil', 'agricultural')",kilogram
Dichlorprop,1.9567067327454167e-08,"('water', 'ground-')",kilogram
Methomyl,1.864878237642295e-08,"('soil', 'agricultural')",kilogram
Bromoxynil,1.6179913764901425e-08,"('air', 'non-urban air or from high stacks')",kilogram
MCPB,1.4703032966481624e-08,"('air', 'non-urban air or from high stacks')",kilogram
MCPA,1.3766776988098276e-08,"('air', 'non-urban air or from high stacks')",kilogram
Chloropicrin,1.0989410932371874e-08,"('soil', 'agricultural')",kilogram
Dicamba,6.269114123750879e-09,"('water', 'surface water')",kilogram
Bromoxynil,6.103900875049181e-09,"('water', 'ground-')",kilogram
"Ethane, 1,1,1-trichloro-, HCFC-140",6.016283056403198e-09,"('water', 'surface water')",kilogram
Methomyl,5.918350337940029e-09,"('air', 'non-urban air or from high stacks')",kilogram
Propiconazole,5.669038852639011e-09,"('water', 'ground-')",kilogram
Dichlorprop,4.325174905312255e-09,"('air', 'non-urban air or from high stacks')",kilogram
Pyraclostrobin,3.5768933787612245e-09,"('water', 'surface water')",kilogram
Carbaryl,2.9086010442042205e-09,"('water', 'ground-')",kilogram
"Benzene, hexachloro-",2.3160561933814525e-09,"('air', 'non-urban air or from high stacks')",kilogram
Dimethenamid,2.27502031349002e-09,"('water', 'surface water')",kilogram
Ethephon,7.944280171089645e-10,"('air', 'non-urban air or from high stacks')",kilogram
Tebuconazole,6.78943852196664e-10,"('air', 'non-urban air or from high stacks')",kilogram
Pendimethalin,4.459813701711173e-10,"('water', 'surface water')",kilogram
MCPA,2.956191933031879e-10,"('water', 'ground-')",kilogram
Boscalid,2.529492878415342e-10,"('soil', 'agricultural')",kilogram
Tebuconazole,2.0953003702842853e-10,"('water', 'ground-')",kilogram
MCPB,1.450243971513759e-10,"('water', 'ground-')",kilogram
Methomyl,9.125618422035163e-11,"('water', 'ground-')",kilogram
Lambda-cyhalothrin,9.083996078179241e-11,"('air', 'non-urban air or from high stacks')",kilogram
Dichlorprop,8.040887624628518e-11,"('water', 'surface water')",kilogram
Spinosad,7.304029717251742e-11,"('soil', 'agricultural')",kilogram
Ethephon,5.2431148217659114e-11,"('water', 'ground-')",kilogram
Carbaryl,3.6220570718015356e-11,"('water', 'surface water')",kilogram
Bromoxynil,9.03908981812154e-12,"('water', 'surface water')",kilogram
Acrinathrin,8.132486002499125e-12,"('soil', 'agricultural')",kilogram
Trifloxystrobin,7.294215041518268e-12,"('water', 'ground-')",kilogram
"Methane, chlorodifluoro-, HCFC-22",7.184871250074508e-12,"('air',)",kilogram
"Methane, bromo-, Halon 1001",3.622320190261799e-12,"('air', 'urban air close to ground')",kilogram
Methomyl,1.0234561565118422e-12,"('water', 'surface water')",kilogram
Tefluthrin,6.038693516372e-13,"('water', 'ground-')",kilogram
Propiconazole,5.417933704001177e-13,"('water', 'surface water')",kilogram
Tebuconazole,5.045454857119446e-13,"('water', 'surface water')",kilogram
Ethephon,3.1774373929196593e-13,"('water', 'surface water')",kilogram
Trifloxystrobin,1.189109083913869e-13,"('water', 'surface water')",kilogram
Lambda-cyhalothrin,4.5846413771831194e-14,"('water', 'ground-')",kilogram
Tefluthrin,1.0027152536523235e-14,"('water', 'surface water')",kilogram
Lambda-cyhalothrin,1.150375026393598e-16,"('water', 'surface water')",kilogram
