Flow_Key,Flow_Name,Metals,CF2_contributions,Total_CF2
"('ecoinvent-3.4-biosphere', '2e0c9efa-d55c-49db-8be3-0376d5921ff4')",Aluminium,"['Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al']","[0.0029420671699545184, 6.472696683137066e-05, 1.8856662959297306e-05, 1.0870904135460335e-05, 4.072142231361834e-06, 3.051015405206563e-06, 1.2867534804984585e-06, 1.0259613739636414e-06, 6.362433312557507e-07, 2.7944981130169215e-07, 4.404685047128439e-09, 2.134267663212834e-09]",0.003046879808466945
"('ecoinvent-3.4-biosphere', '2e518059-747c-4ff1-8da3-17134c547ac2')",Uranium,"['U', 'U', 'U']","[8.761056796872513e-07, 4.863264203519687e-10, 2.3331129374048405e-11]",8.766153372369773e-07
"('ecoinvent-3.4-biosphere', '2f8952b0-c90c-4e3d-b546-52b862fc8f11')",Phosphorus,"['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","[8.815357061862996e-10, 1.3350469431915354e-10, 7.112424032186766e-11, 4.3600338759077273e-11, 1.4622821463644485e-11, 7.114039709091073e-12, 8.702679976458197e-13, 3.4984377829031466e-13, 1.27275870329858e-13, 4.011717847183295e-15]",1.1528532401232468e-09
"('ecoinvent-3.4-biosphere', '30f484ee-dec4-47ae-8e92-d00d4b93fe05')","Chromium, ion","['Cr', 'Cr', 'Cr', 'Cr']","[3.313451762385327e-10, 1.496885463054909e-10, 7.861469095634345e-11, 2.423123314235444e-12]",5.620715368146025e-10
"('ecoinvent-3.4-biosphere', '31c4d160-b21e-41b3-b9c1-3d7a72377653')",Lead,"['Pb', 'Pb', 'Pb', 'Pb', 'Pb', 'Pb', 'Pb', 'Pb', 'Pb', 'Pb', 'Pb', 'Pb', 'Pb']","[2.1589848604387306e-07, 3.492808650786776e-08, 2.9121702813167473e-08, 1.3488966751132535e-08, 8.000705190895332e-09, 3.474273574598441e-09, 1.1142618048635126e-09, 1.0884710090244658e-09, 1.0225321355976852e-09, 1.6361735064703774e-10, 1.196302921551017e-10, 9.319335295334105e-11, 0.0]",3.085139268267758e-07
"('ecoinvent-3.4-biosphere', '329fc7d8-4011-4327-84e4-34ff76f0e42d')",Phosphate,"['P', 'P', 'P', 'P', 'P']","[2.732496771304e-07, 3.802941075613068e-08, 3.0165040731117075e-11, 4.483122171801633e-12, 5.4955039002510323e-17]",3.1131373610438866e-07
"('ecoinvent-3.4-biosphere', '32cd0492-c0cb-4898-a2b1-675eedc5b688')",Iron,"['Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe']","[2.636004226501529e-08, 1.1548380665873847e-08, 7.844299112519021e-09, 5.891353770593309e-09, 8.302888783641526e-10, 3.700123319285511e-10, 1.4506574776931696e-11, 1.3053781143025709e-11]",5.2871937380214126e-08
"('ecoinvent-3.4-biosphere', '33456751-d78b-465d-8635-52d71e77cf54')",Monocrotophos,['P'],[8.847761279404376e-15],8.847761279404376e-15
"('ecoinvent-3.4-biosphere', '33627701-feca-434d-a192-674a450eaaf7')",Cobalt,"['Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co']","[0.007154641003198375, 3.4826374160002265e-05, 2.0046309995420126e-05, 1.382641383382112e-05, 7.835856863741669e-06, 3.0033155371482486e-06, 1.8190833562591712e-06, 1.6972251773407556e-07, 4.357123533762736e-08, 3.872968439854489e-08, 3.43643687466556e-08, 3.3782713904201983e-08]",0.007236318527464889
"('ecoinvent-3.4-biosphere', '33fd8342-58e7-45c9-ad92-0951c002c403')","Iron, ion","['Fe', 'Fe', 'Fe', 'Fe', 'Fe']","[1.892333314727315e-06, 1.8192993854320273e-07, 6.442032026674574e-09, 1.881539888602804e-09, 3.721080465182593e-11]",2.082624035990447e-06
"('ecoinvent-3.4-biosphere', '347de5bf-3551-4022-8371-258e830b5a09')",Uranium,"['U', 'U', 'U']","[8.761056796872513e-07, 4.863264203519687e-10, 2.3331129374048405e-11]",8.766153372369773e-07
"('ecoinvent-3.4-biosphere', '34b96163-a3df-4bc1-8224-e2a9fe01b23f')",Antimony,"['Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb']","[1.2003996632167017e-05, 2.7608315623075266e-06, 1.9764994618861804e-06, 8.398694605998835e-07, 2.0716904935695476e-07, 2.9289958507624105e-08, 3.677203023718994e-09, 2.87051636150663e-09, 2.2680652603734502e-10, 2.2389265783945845e-12]",1.7824432889663027e-05
"('ecoinvent-3.4-biosphere', '3573a5af-88f8-4f74-ade7-cd269cbc4e66')",Copper,"['Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu']","[1.015244249781796e-06, 6.885610498138122e-07, 4.909436531418457e-07, 2.8192528080221205e-07, 1.3847080783198375e-07, 2.180630302794069e-08, 1.9702376385039705e-09, 0.0]",2.6389215820380944e-06
"('ecoinvent-3.4-biosphere', '35b4d818-1019-413b-b99d-d351d8a67ac4')",Molybdenum,"['Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo']","[0.003231073455814193, 0.0013418741825008658, 0.0005079790252256694, 3.370317626584932e-05, 1.621754593898552e-05, 1.1798195048432954e-05, 1.1354155641168432e-05, 7.470875265075243e-07, 3.924111794954129e-07, 3.493787714142763e-07, 1.8978723535792473e-08]",0.005155507592636117
"('ecoinvent-3.4-biosphere', '35df5fe0-c90d-43b4-a35a-3d97022114d2')",Silver,"['Ag', 'Ag', 'Ag', 'Ag', 'Ag', 'Ag']","[0.0006933996567818661, 1.4075490579406255e-06, 2.263372924008621e-07, 1.621460985695725e-07, 1.038766424890539e-07, 0.0]",0.0006952995658732663
"('ecoinvent-3.4-biosphere', '381a22c9-3722-4378-810d-86958f7b6d32')",Cobalt,"['Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co']","[0.007154641003198375, 3.4826374160002265e-05, 2.0046309995420126e-05, 1.382641383382112e-05, 7.835856863741669e-06, 3.0033155371482486e-06, 1.8190833562591712e-06, 1.6972251773407556e-07, 4.357123533762736e-08, 3.872968439854489e-08, 3.43643687466556e-08, 3.3782713904201983e-08]",0.007236318527464889
