flow_key,name,categories,unit,cleaned_name,molecular_formula,molecular_weight,parts,composition,fraction,grade_source
"('ecoinvent-3.4-biosphere', '4c097625-506e-4dfc-a170-75fda90cf7cb')",Nitrogen fluoride,"('air', 'low population density, long-term')",kilogram,Nitrogen fluoride,F3N,71.002,"[['F', 3], ['N', 1]]","{'F': 0.8027097828230191, 'N': 0.1972761330666742}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'd9da59f1-695d-465b-959d-1cff9d86d923')",Pentane,"('air', 'lower stratosphere + upper troposphere')",kilogram,Pentane,C5H12,72.15,"[['C', 5], ['H', 12]]","{'C': 0.8323631323631322, 'H': 0.16765072765072764}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '20557d93-2b1c-49b5-b6c0-3528a8bbc307')",Beryllium,"('air',)",kilogram,Beryllium,Be,9.012183,"[['Be', 1]]",{'Be': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'c792edbf-a11f-459d-9d92-15ad0c2f0c3c')",Barium,"('soil', 'forestry')",kilogram,Barium,Ba,137.33,"[['Ba', 1]]",{'Ba': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'e2d35af7-9806-46ff-9b75-b124a48fa5a1')",Phosphorus,"('air', 'low population density, long-term')",kilogram,Phosphorus,P,30.973762,"[['P', 1]]",{'P': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'ec897705-c8d6-44da-b973-57d60e68a289')",Dipropylamine,"('air', 'non-urban air or from high stacks')",kilogram,Dipropylamine,C6H15N,101.19,"[['C', 6], ['H', 15], ['N', 1]]","{'C': 0.7121849985176402, 'H': 0.14942187963237474, 'N': 0.13842276904832493}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'c3de45a3-e6fd-494e-aa85-d352b478e87b')",Acetamide,"('air', 'non-urban air or from high stacks')",kilogram,Acetamide,C2H5NO,59.07,"[['C', 2], ['H', 5], ['N', 1], ['O', 1]]","{'C': 0.4066700524801083, 'H': 0.08532249873031995, 'N': 0.23712544438801422, 'O': 0.2708481462671407}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '3268d8df-59cc-4740-a89f-dee8355ad7c3')",Sulfur trioxide,"('air',)",kilogram,Sulfur trioxide,O3S,80.07,"[['O', 3], ['S', 1]]","{'O': 0.5994379917572125, 'S': 0.400462095666292}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'abbd3b09-a7ec-435a-9d01-34cf8581739e')",Chromium VI,"('air', 'lower stratosphere + upper troposphere')",kilogram,Chromium,Cr,51.996,"[['Cr', 1]]",{'Cr': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '404f6e56-ea30-47ec-9679-ec3955d287b3')","Toluene, 2-chloro","('water', 'ocean')",kilogram,Toluene,C7H8,92.14,"[['C', 7], ['H', 8]]","{'C': 0.9124918602127198, 'H': 0.08751899283698719}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '85c40d9a-cbf0-44f0-a9a2-5b1edee4055a')",Beryllium,"('soil', 'forestry')",kilogram,Beryllium,Be,9.012183,"[['Be', 1]]",{'Be': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '086f6b04-002c-49a0-9be8-2bad29a9c17a')",Acrolein,"('air', 'low population density, long-term')",kilogram,Acrolein,C3H4O,56.06,"[['C', 3], ['H', 4], ['O', 1]]","{'C': 0.6427577595433465, 'H': 0.0719229397074563, 'O': 0.28539065287192295}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'b0d2b7b9-c76d-50d4-b776-b9419ae83abe')",Lauric acid,"('air',)",kilogram,Lauric acid,C12H24O2,200.32,"[['C', 12], ['H', 24], ['O', 2]]","{'C': 0.719508785942492, 'H': 0.12076677316293931, 'O': 0.1597344249201278}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'eebb4011-af1d-4a45-8bc5-a20b6c06fbf4')",Zirconium,"('air', 'non-urban air or from high stacks')",kilogram,Zirconium,Zr,91.22,"[['Zr', 1]]",{'Zr': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '2f8952b0-c90c-4e3d-b546-52b862fc8f11')",Phosphorus,"('soil', 'industrial')",kilogram,Phosphorus,P,30.973762,"[['P', 1]]",{'P': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'e898ea74-a3a1-5b26-a61e-384bffaf2bd6')",Diethanolamine,"('water',)",kilogram,Diethanolamine,C4H11NO2,105.14,"[['C', 4], ['H', 11], ['N', 1], ['O', 2]]","{'C': 0.45695263458246144, 'H': 0.10545938748335554, 'N': 0.13322237017310254, 'O': 0.3043370743770211}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'b04daef0-4ca6-43e4-8841-4eb95a8a0e6f')",Methanesulfonic acid,"('air', 'low population density, long-term')",kilogram,Methanesulfonic acid,CH4O3S,96.11,"[['C', 1], ['H', 4], ['O', 3], ['S', 1]]","{'C': 0.12497138695245032, 'H': 0.04195193008011654, 'O': 0.49939652481531577, 'S': 0.3336281344292997}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '1aa8fd2e-9fbb-4701-8250-f4e31254b84a')",Tridemorph,"('soil', 'agricultural')",kilogram,Tridemorph,C19H39NO,297.5,"[['C', 19], ['H', 39], ['N', 1], ['O', 1]]","{'C': 0.767089075630252, 'H': 0.13214117647058823, 'N': 0.04708235294117647, 'O': 0.053778151260504205}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '58060894-19d9-4855-84d8-58935a5325f8')",Chromium VI,"('soil', 'industrial')",kilogram,Chromium,Cr,51.996,"[['Cr', 1]]",{'Cr': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'c4d10bd2-09da-4082-8cb3-022c92c53221')",Cyanide,"('water',)",kilogram,Cyanide,CN-,26.017,"[['C', 1], ['N', 1]]","{'C': 0.4616596840527347, 'N': 0.5383787523542299}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'f2cdedb9-7723-4308-b2ef-ad20c93018af')",Acetone,"('water', 'ground-, long-term')",kilogram,Acetone,C3H6O,58.08,"[['C', 3], ['H', 6], ['O', 1]]","{'C': 0.6204028925619836, 'H': 0.10413223140495868, 'O': 0.27546487603305786}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '6ce302db-96b8-4a21-9237-050ecde39aee')",Butene,"('water', 'surface water')",kilogram,Butene,C4H8,56.11,"[['C', 4], ['H', 8]]","{'C': 0.8562466583496703, 'H': 0.14371769738014614}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '016da38a-40a6-483c-b328-9782dc46e802')",Diflufenican,"('soil', 'agricultural')",kilogram,Diflufenican,C19H11F5N2O2,394.3,"[['C', 19], ['H', 11], ['F', 5], ['N', 2], ['O', 2]]","{'C': 0.57876997210246, 'H': 0.028120720263758562, 'F': 0.24090793811818415, 'N': 0.07104742581790514, 'O': 0.08115140755769719}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '6a9c52f3-a397-43be-b1c8-b6c4a4a5df4c')",Methyl acetate,"('water', 'ground-, long-term')",kilogram,Methyl acetate,C3H6O2,74.08,"[['C', 3], ['H', 6], ['O', 2]]","{'C': 0.4864065874730022, 'H': 0.08164146868250541, 'O': 0.4319384449244061}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '7ee1a767-185e-444b-913d-6acbfdbab3bd')",Dimethyl malonate,"('air', 'urban air close to ground')",kilogram,Dimethyl malonate,C5H8O4,132.11,"[['C', 5], ['H', 8], ['O', 4]]","{'C': 0.45458330179395945, 'H': 0.06104004238891832, 'O': 0.4844145030656271}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'c9125373-0841-4515-9eaf-1bf9a49d51f8')",Fluazinam,"('soil', 'agricultural')",kilogram,Fluazinam,C13H4Cl2F6N4O4,465.09,"[['C', 13], ['H', 4], ['Cl', 2], ['F', 6], ['N', 4], ['O', 4]]","{'C': 0.3357264185426477, 'H': 0.008669289814874541, 'Cl': 0.15245651379302932, 'F': 0.24508804747468232, 'N': 0.1204670063858608, 'O': 0.13759917435335098}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '8216fc31-15a1-4d33-858f-e09650b14c63')",Chromium VI,"('water', 'surface water')",kilogram,Chromium,Cr,51.996,"[['Cr', 1]]",{'Cr': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'ebbb166e-83da-4a83-b8d2-678f871ffce7')",Epichlorohydrin,"('air', 'urban air close to ground')",kilogram,Epichlorohydrin,C3H5ClO,92.52,"[['C', 3], ['H', 5], ['Cl', 1], ['O', 1]]","{'C': 0.38946173800259404, 'H': 0.054474708171206226, 'Cl': 0.38319282317336795, 'O': 0.1729247730220493}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '0c906b13-a938-4e0d-9722-ae52ffa41ecd')",Hexamethyldisilizane,"('air', 'low population density, long-term')",kilogram,Hexamethyldisilizane,C6H19NSi2,161.39,"[['C', 6], ['H', 19], ['N', 1], ['Si', 2]]","{'C': 0.44653324245616216, 'H': 0.11866906251936304, 'N': 0.0867897639258938, 'Si': 0.3480513042939464}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'f4268d83-c423-4369-b9f1-34736ca4e983')",Carbonate,"('water', 'ground-, long-term')",kilogram,Carbonate,CO3-2,60.009,"[['C', 1], ['O', 3]]","{'C': 0.2001533103367828, 'O': 0.7998300254961755}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '46f9fcc3-e595-4252-897e-0e5a997333f0')",Chlorosulfonic acid,"('water',)",kilogram,Chlorosulfonic acid,ClHO3S,116.53,"[['Cl', 1], ['H', 1], ['O', 3], ['S', 1]]","{'Cl': 0.30423925169484256, 'H': 0.008650133012958037, 'O': 0.41188535141165367, 'S': 0.2751651935124002}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '81b3321a-c9d8-4104-a974-5460f1bc5029')",Chromium VI,"('water', 'ocean')",kilogram,Chromium,Cr,51.996,"[['Cr', 1]]",{'Cr': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'c10883f9-143d-4f6e-971f-a62174491d4d')","Phthalate, dibutyl-","('water', 'surface water')",kilogram,Phthalate,C8H4O4-2,164.11,"[['C', 8], ['H', 4], ['O', 4]]","{'C': 0.5855097190908536, 'H': 0.024568886722320393, 'O': 0.3899579550301627}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '7da45a0b-0dcf-413c-8de0-44d8ebca9e6e')",Silver,"('soil',)",kilogram,Silver,Ag,107.868,"[['Ag', 1]]",{'Ag': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'fdf090d7-ee05-4f33-8b7f-5504c718c3cd')",Nitrogen fluoride,"('air', 'lower stratosphere + upper troposphere')",kilogram,Nitrogen fluoride,F3N,71.002,"[['F', 3], ['N', 1]]","{'F': 0.8027097828230191, 'N': 0.1972761330666742}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '527d6cb5-bbd7-403d-8dcc-b6678fb123f5')",o-Xylene,"('air',)",kilogram,o-Xylene,C8H10,106.16,"[['C', 8], ['H', 10]]","{'C': 0.9051243406179351, 'H': 0.09495101733232857}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '79def65c-bd77-4fb2-a1df-f4dba98ada8f')",Aniline,"('air', 'urban air close to ground')",kilogram,Aniline,C6H7N,93.13,"[['C', 6], ['H', 7], ['N', 1]]","{'C': 0.773821539783099, 'H': 0.07576505959411575, 'N': 0.15040266294427146}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '454e32e4-09f5-4155-ae4c-7deab810a4b2')",Boron carbide,"('air', 'low population density, long-term')",kilogram,Boron carbide,CB4,55.3,"[['C', 1], ['B', 4]]","{'C': 0.21719710669077757, 'B': 0.7819168173598554}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '89ca077d-583d-4293-8d32-248f12bd3e5b')",Tungsten,"('air', 'non-urban air or from high stacks')",kilogram,Tungsten,W,183.84,"[['W', 1]]",{'W': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '0c209634-80bb-4909-8442-3189b7cb01d7')",Isoprene,"('air',)",kilogram,Isoprene,C5H8,68.12,"[['C', 5], ['H', 8]]","{'C': 0.8816059894304168, 'H': 0.11837933059307104}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'e5ba3517-a93f-422e-9ce2-f1007fcf6c06')","Methane, trifluoro-, HFC-23","('air',)",kilogram,Methane,CH4,16.043,"[['C', 1], ['H', 4]]","{'C': 0.7486754347690582, 'H': 0.2513245652309419}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '20a718fc-d376-4ca0-a7d5-a45026c936ab')",Chlorosulfonic acid,"('water', 'ocean')",kilogram,Chlorosulfonic acid,ClHO3S,116.53,"[['Cl', 1], ['H', 1], ['O', 3], ['S', 1]]","{'Cl': 0.30423925169484256, 'H': 0.008650133012958037, 'O': 0.41188535141165367, 'S': 0.2751651935124002}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '35753afa-ced2-42df-9f8b-5624920361a2')",Diisobutyl ketone,"('water', 'ground-, long-term')",kilogram,Diisobutyl ketone,C9H18O,142.24,"[['C', 9], ['H', 18], ['O', 1]]","{'C': 0.7599760967379077, 'H': 0.12755905511811022, 'O': 0.1124789088863892}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '3a3489d9-0d1f-4fb1-910a-1fdc7f1e4f71')",Scandium,"('air', 'low population density, long-term')",kilogram,Scandium,Sc,44.95591,"[['Sc', 1]]",{'Sc': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'e5d0d6ea-c681-4080-ab05-5d9522c79bd1')",Toluene,"('water', 'ground-')",kilogram,Toluene,C7H8,92.14,"[['C', 7], ['H', 8]]","{'C': 0.9124918602127198, 'H': 0.08751899283698719}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'b98c02c6-89bb-4dd2-8d68-6af6758db3d9')",Toluene,"('air', 'low population density, long-term')",kilogram,Toluene,C7H8,92.14,"[['C', 7], ['H', 8]]","{'C': 0.9124918602127198, 'H': 0.08751899283698719}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '113746e5-66a9-4d8c-b72b-4a99e7fcd052')","VOC, volatile organic compounds, unspecified origin","('water', 'ocean')",kilogram,VOC,C16H16N4O2,296.32,"[['C', 16], ['H', 16], ['N', 4], ['O', 2]]","{'C': 0.6485421166306695, 'H': 0.054427645788336934, 'N': 0.189079373650108, 'O': 0.10798461123110152}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'b935e766-fece-4a4f-8f60-b735ea7b214d')",Bromine,"('water',)",kilogram,Bromine,Br2,159.81,"[['Br', 2]]",{'Br': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '5ff293fa-85f0-4d44-b63b-00f651316fad')",Diborane,"('water',)",kilogram,Diborane,B2H6,27.67,"[['B', 2], ['H', 6]]","{'B': 0.7813516443801951, 'H': 0.21857607517166605}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'ddc51f31-6807-4e02-9fab-490f3357abbf')",Iodide,"('water',)",kilogram,Iodide,I-,126.9045,"[['I', 1]]",{'I': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '89dd5dfb-aa72-4c48-aaf7-b0aa16497029')",Metazachlor,"('soil', 'agricultural')",kilogram,Metazachlor,C14H16ClN3O,277.75,"[['C', 14], ['H', 16], ['Cl', 1], ['N', 3], ['O', 1]]","{'C': 0.6054149414941494, 'H': 0.05806660666066607, 'Cl': 0.12764356435643565, 'N': 0.1512907290729073, 'O': 0.0576021602160216}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '85fa4541-289d-4e24-9664-09efa68fe470')",Methyl acrylate,"('water',)",kilogram,Methyl acrylate,C4H6O2,86.09,"[['C', 4], ['H', 6], ['O', 2]]","{'C': 0.558067139040539, 'H': 0.0702520617957951, 'O': 0.3716807991636659}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '7a3b6567-5f36-4142-b390-15fbf940e206')",Cumene,"('water',)",kilogram,Cumene,C9H12,120.19,"[['C', 9], ['H', 12]]","{'C': 0.8994009484982111, 'H': 0.10064065230052417}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'e7d1072e-68ab-4fb4-b141-feb865e3082d')",Parathion,"('soil', 'agricultural')",kilogram,Parathion,C10H14NO5PS,291.26,"[['C', 10], ['H', 14], ['N', 1], ['O', 5], ['P', 1], ['S', 1]]","{'C': 0.41238069079173245, 'H': 0.04845155531140562, 'N': 0.04809105266771956, 'O': 0.2746515141111035, 'P': 0.10634484652887455, 'S': 0.1100906406646982}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'dc6dbdaa-9f13-43a8-8af5-6603688c6ad0')",Arsenic,"('air',)",kilogram,Arsenic,As,74.92159,"[['As', 1]]",{'As': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '7f62f535-e81a-476c-9c39-4d59f289db1a')","Ethane, hexafluoro-, HFC-116","('air', 'lower stratosphere + upper troposphere')",kilogram,Ethane,C2H6,30.07,"[['C', 2], ['H', 6]]","{'C': 0.7988693049551047, 'H': 0.20113069504489525}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'c9e29113-8f61-41bb-8bc1-b49c6f152fd9')",Cyanide,"('water', 'surface water')",kilogram,Cyanide,CN-,26.017,"[['C', 1], ['N', 1]]","{'C': 0.4616596840527347, 'N': 0.5383787523542299}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '8f6f8a9b-a240-4f27-82e8-99340be4918f')",Hydroxide,"('water', 'ocean')",kilogram,Hydroxide,HO-,17.007,"[['H', 1], ['O', 1]]","{'H': 0.05926971247133533, 'O': 0.9407302875286646}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '050da0cd-2957-45a9-ae7a-ace372083fe5')","Ethane, 2,2-dichloro-1,1,1-trifluoro-, HCFC-123","('air',)",kilogram,Ethane,C2H6,30.07,"[['C', 2], ['H', 6]]","{'C': 0.7988693049551047, 'H': 0.20113069504489525}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '16addd86-288b-419a-8217-75e4197c5f9d')",Phosphorus trichloride,"('air', 'urban air close to ground')",kilogram,Phosphorus trichloride,Cl3P,137.33,"[['Cl', 3], ['P', 1]]","{'Cl': 0.7744775358625209, 'P': 0.2255443093278963}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'b1cbafef-4c5a-4b5f-9dfa-e49047f5f043')","Toluene, 2-chloro","('water',)",kilogram,Toluene,C7H8,92.14,"[['C', 7], ['H', 8]]","{'C': 0.9124918602127198, 'H': 0.08751899283698719}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'a6386bef-e154-4862-967c-f3767d7f9a2a')",Methyl formate,"('air', 'non-urban air or from high stacks')",kilogram,Methyl formate,C2H4O2,60.05,"[['C', 2], ['H', 4], ['O', 2]]","{'C': 0.40003330557868444, 'H': 0.06714404662781016, 'O': 0.5328559533721899}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'c6b0b28d-dddf-4610-b62e-971d328fae57')",Pyrithiobac sodium salt,"('soil', 'agricultural')",kilogram,Pyrithiobac sodium salt,C13H10ClN2NaO4S,348.74,"[['C', 13], ['H', 10], ['Cl', 1], ['N', 2], ['Na', 1], ['O', 4], ['S', 1]]","{'C': 0.44773470207031024, 'H': 0.02890405459654757, 'Cl': 0.10166026265986122, 'N': 0.08032918506623846, 'Na': 0.06592303721970522, 'O': 0.18350633709927167, 'S': 0.09194528875379938}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '7f8fd1ca-0412-4b2e-90fd-a9d294d947a3')",Carbon,"('soil', 'industrial')",kilogram,Carbon,C,12.011,"[['C', 1]]",{'C': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'cc62a17a-3209-4f53-af36-b28d60fa1741')",Formaldehyde,"('water', 'ocean')",kilogram,Formaldehyde,CH2O,30.026,"[['C', 1], ['H', 2], ['O', 1]]","{'C': 0.4000199826816759, 'H': 0.06714181043095983, 'O': 0.5328382068873643}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '847e2add-25db-48d1-bb50-6411e82a94c5')",Bromate,"('water', 'ground-')",kilogram,Bromate,BrO3-,127.9,"[['Br', 1], ['O', 3]]","{'Br': 0.6247380766223611, 'O': 0.3752697419859265}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '57af157e-2054-407d-949b-8cc9c2aa4655')",Elemental carbon,"('air', 'urban air close to ground')",kilogram,Elemental carbon,C,12.011,"[['C', 1]]",{'C': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'b4f381ed-345e-48eb-b85a-c8b3f4730af1')",Prosulfocarb,"('soil', 'agricultural')",kilogram,Prosulfocarb,C14H21NOS,251.39,"[['C', 14], ['H', 21], ['N', 1], ['O', 1], ['S', 1]]","{'C': 0.6688969330522296, 'H': 0.0842038267234178, 'N': 0.05571820677035682, 'O': 0.06364214964795736, 'S': 0.12755081745495048}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '059e6a26-7035-4621-a360-c71c5778eec8')",2-Methyl pentane,"('air',)",kilogram,2-Methyl pentane,C6H14,86.18,"[['C', 6], ['H', 14]]","{'C': 0.8362265026688327, 'H': 0.16375029009050823}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'b3701449-fe4b-4513-b4a4-065e62f03e5c')",Titanium,"('air', 'low population density, long-term')",kilogram,Titanium,Ti,47.867,"[['Ti', 1]]",{'Ti': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '4c0a6227-af22-45cb-b75b-b276ce0e4d47')",Strontium,"('soil',)",kilogram,Strontium,Sr,87.62,"[['Sr', 1]]",{'Sr': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '39c49db2-409a-4d5d-93f5-454535398965')",Methyl acrylate,"('air',)",kilogram,Methyl acrylate,C4H6O2,86.09,"[['C', 4], ['H', 6], ['O', 2]]","{'C': 0.558067139040539, 'H': 0.0702520617957951, 'O': 0.3716807991636659}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'a57cb19d-f436-4c0c-a2ab-097c544bd95f')",Silicon,"('soil', 'industrial')",kilogram,Silicon,Si,28.085,"[['Si', 1]]",{'Si': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '16eeda8a-1ea2-408e-ab37-2648495058dd')","Carbon dioxide, fossil","('air', 'lower stratosphere + upper troposphere')",kilogram,Carbon dioxide,CO2,44.009,"[['C', 1], ['O', 2]]","{'C': 0.27292144788565975, 'O': 0.7270785521143402}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'e19658ac-3c4a-4cde-90ab-9dc6f569b02b')",Sodium,"('soil', 'forestry')",kilogram,Sodium,Na,22.9897693,"[['Na', 1]]",{'Na': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'cbd70647-6237-462a-9d01-d197a8b08506')",Nitrate,"('air', 'non-urban air or from high stacks')",kilogram,Nitrate,NO3-,62.005,"[['N', 1], ['O', 3]]","{'N': 0.22590113700508022, 'O': 0.7740827352632852}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'b1cb0241-be95-4d53-88a7-8ffeaa1245f9')",Sodium formate,"('water', 'ground-')",kilogram,Sodium formate,CHNaO2,68.007,"[['C', 1], ['H', 1], ['Na', 1], ['O', 2]]","{'C': 0.17661417207052213, 'H': 0.014822003617274692, 'Na': 0.3380534356757392, 'O': 0.4705103886364639}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'e92a1310-603c-4346-85b8-e4e3192cd75c')",2-Propanol,"('water',)",kilogram,2-Propanol,C3H8O,60.1,"[['C', 3], ['H', 8], ['O', 1]]","{'C': 0.5995507487520799, 'H': 0.1341763727121464, 'O': 0.2662063227953411}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '8638150a-6413-4a26-9a97-c9fc2bbef19b')",Triflusulfuron-methyl,"('soil', 'agricultural')",kilogram,Triflusulfuron-methyl,C17H19F3N6O6S,492.4,"[['C', 17], ['H', 19], ['F', 3], ['N', 6], ['O', 6], ['S', 1]]","{'C': 0.4146770917952884, 'H': 0.03889520714865963, 'F': 0.11574735987002438, 'N': 0.1706783103168156, 'O': 0.19495125913891145, 'S': 0.06511982128350934}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'b53d3744-3629-4219-be20-980865e54031')",Methane,"('air', 'urban air close to ground')",kilogram,Methane,CH4,16.043,"[['C', 1], ['H', 4]]","{'C': 0.7486754347690582, 'H': 0.2513245652309419}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'd01e19ca-a74b-4c54-88b8-8effdade14c9')",Calcium hydroxide,"('air', 'low population density, long-term')",kilogram,Calcium hydroxide,CaH2O2,74.09,"[['Ca', 1], ['H', 2], ['O', 2]]","{'Ca': 0.5409366986097989, 'H': 0.027210149817789173, 'O': 0.43188014576865974}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '3573a5af-88f8-4f74-ade7-cd269cbc4e66')",Copper,"('air', 'lower stratosphere + upper troposphere')",kilogram,Copper,Cu,63.55,"[['Cu', 1]]",{'Cu': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'cfa25cc2-6bfe-4b96-819f-cd15fd3859d1')","Thiocyanate, ion","('water',)",kilogram,Thiocyanate,CNS-,58.08,"[['C', 1], ['N', 1], ['S', 1]]","{'C': 0.20680096418732782, 'N': 0.24116735537190082, 'S': 0.5520833333333333}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'a4c2509a-20bb-439d-b993-1b19c4adcd33')",Methyl acetate,"('water', 'ocean')",kilogram,Methyl acetate,C3H6O2,74.08,"[['C', 3], ['H', 6], ['O', 2]]","{'C': 0.4864065874730022, 'H': 0.08164146868250541, 'O': 0.4319384449244061}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '8a422b03-1055-4bc8-b439-27bf8d7eef57')",Tin,"('air', 'low population density, long-term')",kilogram,Tin,Sn,118.71,"[['Sn', 1]]",{'Sn': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '32cd0492-c0cb-4898-a2b1-675eedc5b688')",Iron,"('air', 'urban air close to ground')",kilogram,Iron,Fe,55.84,"[['Fe', 1]]",{'Fe': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '663ca947-9c87-4fb3-885f-f65789a93671')",4-Methyl-2-pentanone,"('water', 'ground-, long-term')",kilogram,4-Methyl-2-pentanone,C6H12O,100.16,"[['C', 6], ['H', 12], ['O', 1]]","{'C': 0.719508785942492, 'H': 0.12076677316293931, 'O': 0.1597344249201278}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '9541a975-800f-4fed-9edf-28f6e411a015')","Methane, from soil or biomass stock","('air', 'non-urban air or from high stacks')",kilogram,Methane,CH4,16.043,"[['C', 1], ['H', 4]]","{'C': 0.7486754347690582, 'H': 0.2513245652309419}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'da5e6be3-ed71-48ac-9397-25bac666c7b7')",Tungsten,"('air',)",kilogram,Tungsten,W,183.84,"[['W', 1]]",{'W': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '9808cb2d-f1d8-41c2-9a8d-74d5092b27ec')",Acrylonitrile,"('air', 'lower stratosphere + upper troposphere')",kilogram,Acrylonitrile,C3H3N,53.06,"[['C', 3], ['H', 3], ['N', 1]]","{'C': 0.6790991330569167, 'H': 0.05699208443271767, 'N': 0.26398416886543535}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '1c87de06-e58f-4684-a54c-d29f1a251a87')","Chromium, ion","('water', 'ground-')",kilogram,Chromium,Cr,51.996,"[['Cr', 1]]",{'Cr': 1.0},1.0,dissipation
