flow_key,name,categories,unit,cleaned_name,molecular_formula,molecular_weight,parts,composition,fraction,grade_source
"('ecoinvent-3.4-biosphere', 'ba781ac6-cdf1-4a09-86b5-76b19ed3438b')","Ethane, 1-chloro-1,1-difluoro-, HCFC-142b","('air',)",kilogram,Ethane,C2H6,30.07,"[['C', 2], ['H', 6]]","{'C': 0.7988693049551047, 'H': 0.20113069504489525}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '4295ed5b-9824-4bbf-97a4-fc4cabd87f0d')",Strontium,"('water', 'surface water')",kilogram,Strontium,Sr,87.62,"[['Sr', 1]]",{'Sr': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'a817ad04-5b8f-48cd-a2e7-2c798a65f0a7')",Potassium hydroxide,"('air',)",kilogram,Potassium hydroxide,HKO,56.106,"[['H', 1], ['K', 1], ['O', 1]]","{'H': 0.017965992941931345, 'K': 0.6968595159163012, 'O': 0.285156667736071}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'cc5f1637-8aa5-442f-a8c6-43c8739944a0')",Benzo(k)fluoranthene,"('air',)",kilogram,Benzo(k)fluoranthene,C20H12,252.3,"[['C', 20], ['H', 12]]","{'C': 0.9521204914783986, 'H': 0.04794292508917954}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'dd2177a3-a3ae-4b66-98f2-a85153cd9416')",Cyanide,"('air', 'low population density, long-term')",kilogram,Cyanide,CN-,26.017,"[['C', 1], ['N', 1]]","{'C': 0.4616596840527347, 'N': 0.5383787523542299}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '9f6d9658-e3f7-4c8b-96da-bfec6511ae7d')",Tribufos,"('soil', 'agricultural')",kilogram,Tribufos,C12H27OPS3,314.5,"[['C', 12], ['H', 27], ['O', 1], ['P', 1], ['S', 3]]","{'C': 0.45828934817170114, 'H': 0.08653736089030208, 'O': 0.050871224165341816, 'P': 0.09848648648648649, 'S': 0.3058664546899841}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '47703131-d6ba-4e54-a25e-26f6fd9ddc1c')",Hydrazine,"('water', 'surface water')",kilogram,Hydrazine,H4N2,32.046,"[['H', 4], ['N', 2]]","{'H': 0.12581913499344693, 'N': 0.8741808650065531}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '8bd01869-7f83-4fcd-a167-af5735fa7ffd')",Scandium,"('soil',)",kilogram,Scandium,Sc,44.95591,"[['Sc', 1]]",{'Sc': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'b608516c-d577-4957-bcaa-851c7377ada8')",Ethylene glycol monoethyl ether,"('water',)",kilogram,Ethylene glycol monoethyl ether,C4H10O2,90.12,"[['C', 4], ['H', 10], ['O', 2]]","{'C': 0.5331114070128716, 'H': 0.11185086551264979, 'O': 0.35505992010652465}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'b0c3054b-6d71-42b1-8575-704c4d049180')",Phosphoric acid,"('air', 'non-urban air or from high stacks')",kilogram,Phosphoric acid,H3O4P,97.995,"[['H', 3], ['O', 4], ['P', 1]]","{'H': 0.030858717281493954, 'O': 0.6530537272309812, 'P': 0.31607735088524924}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '6994b171-4ce1-4877-9c17-c206180fcea3')",Methyl acrylate,"('air', 'urban air close to ground')",kilogram,Methyl acrylate,C4H6O2,86.09,"[['C', 4], ['H', 6], ['O', 2]]","{'C': 0.558067139040539, 'H': 0.0702520617957951, 'O': 0.3716807991636659}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'ec8144d6-d123-43b1-9c17-a295422a0498')",Copper,"('air',)",kilogram,Copper,Cu,63.55,"[['Cu', 1]]",{'Cu': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '394c876b-9b10-4f7f-b2b7-4e61b691d7c6')",2-Methyl-2-butene,"('air', 'low population density, long-term')",kilogram,2-Methyl-2-butene,C5H10,70.13,"[['C', 5], ['H', 10]]","{'C': 0.8563382290032796, 'H': 0.14373306716098674}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'cfa50eaf-a817-4352-b9fe-aa834240d269')",1-Pentanol,"('water', 'ground-, long-term')",kilogram,1-Pentanol,C5H12O,88.15,"[['C', 5], ['H', 12], ['O', 1]]","{'C': 0.6812819058423141, 'H': 0.13722064662507089, 'O': 0.18149744753261485}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '28e1e2d6-97ad-4dfd-932a-9edad36dcab9')","Carbon dioxide, non-fossil","('air', 'low population density, long-term')",kilogram,Carbon dioxide,CO2,44.009,"[['C', 1], ['O', 2]]","{'C': 0.27292144788565975, 'O': 0.7270785521143402}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '4218b9ea-78e7-44b5-b4e1-5a0fca05aeb8')",Methyl parathion,"('soil', 'agricultural')",kilogram,Methyl parathion,C8H10NO5PS,263.21,"[['C', 8], ['H', 10], ['N', 1], ['O', 5], ['P', 1], ['S', 1]]","{'C': 0.36506211770069524, 'H': 0.03829641730937275, 'N': 0.053216063219482544, 'O': 0.30392082367691203, 'P': 0.11767789977584439, 'S': 0.12182287906994416}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '77f17646-cede-4a49-99dd-55950098b077')",Toluene,"('air', 'non-urban air or from high stacks')",kilogram,Toluene,C7H8,92.14,"[['C', 7], ['H', 8]]","{'C': 0.9124918602127198, 'H': 0.08751899283698719}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'eb23cf3a-b866-458d-94b3-9aee4145fcc9')",Acetamide,"('soil', 'agricultural')",kilogram,Acetamide,C2H5NO,59.07,"[['C', 2], ['H', 5], ['N', 1], ['O', 1]]","{'C': 0.4066700524801083, 'H': 0.08532249873031995, 'N': 0.23712544438801422, 'O': 0.2708481462671407}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '7bbbbe10-92d9-4760-99ac-a9c6bd0985f2')",Butyl acetate,"('water', 'ground-')",kilogram,Butyl acetate,C6H12O2,116.16,"[['C', 6], ['H', 12], ['O', 2]]","{'C': 0.6204028925619836, 'H': 0.10413223140495868, 'O': 0.27546487603305786}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'e36fb756-d9a7-4b07-a6cb-a1d204b4c350')",Benzo(b)fluoranthene,"('water',)",kilogram,Benzo(b)fluoranthene,C20H12,252.3,"[['C', 20], ['H', 12]]","{'C': 0.9521204914783986, 'H': 0.04794292508917954}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '4c8e3c03-0943-5ddd-aa22-c0314291fdf9')",Dimethyldichlorosilane,"('water',)",kilogram,Dimethyldichlorosilane,C2H6Cl2Si,129.06,"[['C', 2], ['H', 6], ['Cl', 2], ['Si', 1]]","{'C': 0.18613048194638152, 'H': 0.04686192468619247, 'Cl': 0.5494033782736713, 'Si': 0.21761971176197117}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'e38bceb5-e847-472a-9ea9-1885d958a6b5')",Propylene oxide,"('water', 'ground-, long-term')",kilogram,Propylene oxide,C3H6O,58.08,"[['C', 3], ['H', 6], ['O', 1]]","{'C': 0.6204028925619836, 'H': 0.10413223140495868, 'O': 0.27546487603305786}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '281e1011-f121-4d5b-ad4d-22d562b2c2cd')","Ethane, pentafluoro-, HFC-125","('air',)",kilogram,Ethane,C2H6,30.07,"[['C', 2], ['H', 6]]","{'C': 0.7988693049551047, 'H': 0.20113069504489525}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'f2127292-61a1-43a3-bae2-fab282d5e941')",Chloroacetic acid,"('water', 'ground-, long-term')",kilogram,Chloroacetic acid,C2H3ClO2,94.5,"[['C', 2], ['H', 3], ['Cl', 1], ['O', 2]]","{'C': 0.2542010582010582, 'H': 0.032, 'Cl': 0.3751640211640212, 'O': 0.33860317460317463}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '69349323-70b7-41d0-aeef-a29b49a89f85')",Tebuconazole,"('water', 'surface water')",kilogram,Tebuconazole,C16H22ClN3O,307.82,"[['C', 16], ['H', 22], ['Cl', 1], ['N', 3], ['O', 1]]","{'C': 0.624312910142291, 'H': 0.07204210252745112, 'Cl': 0.11517445260217012, 'N': 0.13651159768695992, 'O': 0.05197518030017543}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'bcbf2ad9-c338-4e11-be56-9e07113dafb3')",Chloroacetyl chloride,"('water', 'surface water')",kilogram,Chloroacetyl chloride,C2H2Cl2O,112.94,"[['C', 2], ['H', 2], ['Cl', 2], ['O', 1]]","{'C': 0.2126970072604923, 'H': 0.01785018593943687, 'Cl': 0.6278200814591819, 'O': 0.14165928811758458}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '9682172f-8194-4efc-86e0-d81d189514a7')",Pirimiphos methyl,"('soil', 'agricultural')",kilogram,Pirimiphos methyl,C11H20N3O3PS,305.34,"[['C', 11], ['H', 20], ['N', 3], ['O', 3], ['P', 1], ['S', 1]]","{'C': 0.4327012510643872, 'H': 0.06602475928473178, 'N': 0.13762035763411282, 'O': 0.15719198270780116, 'P': 0.10144101657169058, 'S': 0.10501408266195061}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '15c4b0d9-9004-4444-98f7-a0275a793673')",Diisobutyl ketone,"('water', 'ocean')",kilogram,Diisobutyl ketone,C9H18O,142.24,"[['C', 9], ['H', 18], ['O', 1]]","{'C': 0.7599760967379077, 'H': 0.12755905511811022, 'O': 0.1124789088863892}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '493d1ae0-4f36-4279-9c5e-0c40fb029950')",Urea,"('water', 'surface water')",kilogram,Urea,CH4N2O,60.056,"[['C', 1], ['H', 4], ['N', 2], ['O', 1]]","{'C': 0.1999966697748768, 'H': 0.06713733848408153, 'N': 0.46646463300919144, 'O': 0.2664013587318503}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '3be7ab07-a4fd-4d32-a31f-134d2c5b5143')",Nitrobenzene,"('air',)",kilogram,Nitrobenzene,C6H5NO2,123.11,"[['C', 6], ['H', 5], ['N', 1], ['O', 2]]","{'C': 0.5853789294127204, 'H': 0.04093899764438307, 'N': 0.11377629762001462, 'O': 0.2599138981398749}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'e070bd24-fd16-4963-8f4d-78bb4c402400')",Tin,"('soil', 'industrial')",kilogram,Tin,Sn,118.71,"[['Sn', 1]]",{'Sn': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '95b6f6da-49f9-413d-8ff5-5342d6cff588')","Ethane, 1-chloro-1,1-difluoro-, HCFC-142b","('air', 'non-urban air or from high stacks')",kilogram,Ethane,C2H6,30.07,"[['C', 2], ['H', 6]]","{'C': 0.7988693049551047, 'H': 0.20113069504489525}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '780e4e14-bd5b-408c-8304-0db2033561a7')",Lambda-cyhalothrin,"('water', 'ground-')",kilogram,Lambda-cyhalothrin,C23H19ClF3NO3,449.8,"[['C', 23], ['H', 19], ['Cl', 1], ['F', 3], ['N', 1], ['O', 3]]","{'C': 0.6141685193419297, 'H': 0.0425789239662072, 'Cl': 0.0788194753223655, 'F': 0.1267096487327701, 'N': 0.031140506891951976, 'O': 0.10670742552245442}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '5ac2254e-6b60-45f5-a700-6e0b93f411c8')",Sulfur,"('water',)",kilogram,Sulfur,S,32.07,"[['S', 1]]",{'S': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '8b4f0e68-38d5-4bee-b647-680d3a117560')",Rimsulfuron,"('soil', 'agricultural')",kilogram,Rimsulfuron,C14H17N5O7S2,431.4,"[['C', 14], ['H', 17], ['N', 5], ['O', 7], ['S', 2]]","{'C': 0.3897867408437645, 'H': 0.03972183588317107, 'N': 0.16234353268428373, 'O': 0.2596036161335188, 'S': 0.1486555401019935}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '7348af7c-e102-4a03-a0df-efce16469eed')",Arsenic,"('air', 'non-urban air or from high stacks')",kilogram,Arsenic,As,74.92159,"[['As', 1]]",{'As': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '9dad0050-5f0b-40d8-9f8d-c23670596611')",Methanol,"('water', 'ground-')",kilogram,Methanol,CH4O,32.042,"[['C', 1], ['H', 4], ['O', 1]]","{'C': 0.3748517570688471, 'H': 0.12583484177017665, 'O': 0.4993134011609762}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '9b60f739-1e89-4e4f-a786-a8086058e656')","Benzene, ethyl-","('air', 'lower stratosphere + upper troposphere')",kilogram,Benzene,C6H6,78.11,"[['C', 6], ['H', 6]]","{'C': 0.9226219434131354, 'H': 0.07742926641915247}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '0e9e6b81-0a68-4350-8368-566c083bd3e0')",Nitrate,"('air', 'lower stratosphere + upper troposphere')",kilogram,Nitrate,NO3-,62.005,"[['N', 1], ['O', 3]]","{'N': 0.22590113700508022, 'O': 0.7740827352632852}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'be3f7ad0-40e8-4a72-ba7a-8b5c69e42bd9')",Propylene oxide,"('air', 'non-urban air or from high stacks')",kilogram,Propylene oxide,C3H6O,58.08,"[['C', 3], ['H', 6], ['O', 1]]","{'C': 0.6204028925619836, 'H': 0.10413223140495868, 'O': 0.27546487603305786}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '6b9bd023-b581-4dfe-8eca-069a4d646dfb')",Desmedipham,"('soil', 'agricultural')",kilogram,Desmedipham,C16H16N2O4,300.31,"[['C', 16], ['H', 16], ['N', 2], ['O', 4]]","{'C': 0.6399254104092438, 'H': 0.05370450534447738, 'N': 0.09328360693949585, 'O': 0.2130997968765609}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '5c2957fe-5790-4bbe-a7f1-06be8e6fb89a')",Calcium hydroxide,"('air',)",kilogram,Calcium hydroxide,CaH2O2,74.09,"[['Ca', 1], ['H', 2], ['O', 2]]","{'Ca': 0.5409366986097989, 'H': 0.027210149817789173, 'O': 0.43188014576865974}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'd4238781-b3da-4efc-b20f-a5ec1d9d85b6')",Platinum,"('air', 'non-urban air or from high stacks')",kilogram,Platinum,Pt,195.08,"[['Pt', 1]]",{'Pt': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '06b8a67f-5044-4060-be71-04e1dfc31e24')",Chlorothalonil,"('soil', 'agricultural')",kilogram,Chlorothalonil,C8Cl4N2,265.9,"[['C', 8], ['Cl', 4], ['N', 2]]","{'C': 0.3613689356901091, 'Cl': 0.5333283189168861, 'N': 0.1053553967657014}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '01174955-d4f9-4825-9188-791b79abc8e1')",Formamide,"('water', 'surface water')",kilogram,Formamide,CH3NO,45.041,"[['C', 1], ['H', 3], ['N', 1], ['O', 1]]","{'C': 0.2666681467995826, 'H': 0.0671388290668502, 'N': 0.310983326302702, 'O': 0.35520969783086526}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '23856318-9583-426b-ab04-12e4506b60a8')",Propene,"('air', 'non-urban air or from high stacks')",kilogram,Propene,C3H6,42.08,"[['C', 3], ['H', 6]]","{'C': 0.8562975285171104, 'H': 0.14372623574144489}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '9f884326-b503-4451-9259-b52f3001bbb8')",Styrene,"('water', 'ground-')",kilogram,Styrene,C8H8,104.15,"[['C', 8], ['H', 8]]","{'C': 0.9225924147863657, 'H': 0.07742678828612577}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'd32f9dd8-9514-4c22-8c99-2e108609731f')",Bromine,"('air', 'non-urban air or from high stacks')",kilogram,Bromine,Br2,159.81,"[['Br', 2]]",{'Br': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '46190ab6-8a25-40e2-8be1-b5145fed2f25')",Silicon dioxide,"('water', 'surface water')",kilogram,Silicon dioxide,O2Si,60.084,"[['O', 2], ['Si', 1]]","{'O': 0.5325544238066706, 'Si': 0.46744557619332927}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '9d1efa17-070a-4602-a65f-daf5056b0647')","PAH, polycyclic aromatic hydrocarbons","('air', 'urban air close to ground')",kilogram,PAH,C9H10N2O3,194.19,"[['C', 9], ['H', 10], ['N', 2], ['O', 3]]","{'C': 0.556666151707091, 'H': 0.05190792522786961, 'N': 0.14426077552912095, 'O': 0.24716514753591842}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '9cf3a683-ed3d-40e9-b039-7653e4fc9e20')",Molybdenum,"('soil', 'agricultural')",kilogram,Molybdenum,Mo,95.95,"[['Mo', 1]]",{'Mo': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '736f52e8-9703-4076-8909-7ae80a7f8005')","Ammonium, ion","('water', 'ground-')",kilogram,Ammonium,H4N+,18.039,"[['H', 4], ['N', 1]]","{'H': 0.22351571594877764, 'N': 0.7764842840512223}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '51f57752-1155-4835-9cbe-95c73f06f2a9')",o-Nitrotoluene,"('air', 'low population density, long-term')",kilogram,o-Nitrotoluene,C7H7NO2,137.14,"[['C', 7], ['H', 7], ['N', 1], ['O', 2]]","{'C': 0.6130742307131399, 'H': 0.051451071897331196, 'N': 0.10213650284380925, 'O': 0.23332361090856063}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'c4ab841c-b243-45fe-b5f9-258a00016fc9')",Iodosulfuron-methyl-sodium,"('soil', 'agricultural')",kilogram,Iodosulfuron-methyl-sodium,C14H13IN5NaO6S,529.24,"[['C', 14], ['H', 13], ['I', 1], ['N', 5], ['Na', 1], ['O', 6], ['S', 1]]","{'C': 0.3177273070818532, 'H': 0.024760033255233918, 'I': 0.23978535258105962, 'N': 0.1323312674778928, 'Na': 0.04343964930844229, 'O': 0.18138084800846496, 'S': 0.06058687929861688}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '3d07d5f0-4ee5-4803-a5a3-6ad8f89bf4b1')",Boric acid,"('air', 'lower stratosphere + upper troposphere')",kilogram,Boric acid,BH3O3,61.84,"[['B', 1], ['H', 3], ['O', 3]]","{'B': 0.1748059508408797, 'H': 0.04890038809831824, 'O': 0.7761481241914618}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'b2208d0f-61a7-4813-9861-af03bf496a05')",Bromine,"('water', 'ocean')",kilogram,Bromine,Br2,159.81,"[['Br', 2]]",{'Br': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '6ed53433-96ff-402c-87d0-52b8271aadac')",4-Methyl-2-pentanone,"('air', 'non-urban air or from high stacks')",kilogram,4-Methyl-2-pentanone,C6H12O,100.16,"[['C', 6], ['H', 12], ['O', 1]]","{'C': 0.719508785942492, 'H': 0.12076677316293931, 'O': 0.1597344249201278}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '8b31d489-c85c-4cd6-bd7b-fc5599acc168')",Sulfur,"('water', 'ground-, long-term')",kilogram,Sulfur,S,32.07,"[['S', 1]]",{'S': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'f43b2b80-f5a6-4d31-9980-0754305a978d')","Ethane, 1,1,1-trifluoro-, HFC-143a","('air', 'urban air close to ground')",kilogram,Ethane,C2H6,30.07,"[['C', 2], ['H', 6]]","{'C': 0.7988693049551047, 'H': 0.20113069504489525}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'fa0d6d19-f82c-4e51-bfad-43a187f6662b')",Chloroacetyl chloride,"('water', 'ground-')",kilogram,Chloroacetyl chloride,C2H2Cl2O,112.94,"[['C', 2], ['H', 2], ['Cl', 2], ['O', 1]]","{'C': 0.2126970072604923, 'H': 0.01785018593943687, 'Cl': 0.6278200814591819, 'O': 0.14165928811758458}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '2813518d-c4a8-4a8d-9542-f1882ec27c1c')",Benzaldehyde,"('air', 'non-urban air or from high stacks')",kilogram,Benzaldehyde,C7H6O,106.12,"[['C', 7], ['H', 6], ['O', 1]]","{'C': 0.7922823218997361, 'H': 0.05699208443271767, 'O': 0.15076328684508103}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'ae70ca6c-807a-482b-9ddc-e449b4893fe3')",Nitrogen,"('water', 'surface water')",kilogram,Nitrogen,N2,28.014,"[['N', 2]]",{'N': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '9b505d7c-4239-40e0-9dbe-55d38f3b85b3')","Methane, chlorodifluoro-, HCFC-22","('air', 'low population density, long-term')",kilogram,Methane,CH4,16.043,"[['C', 1], ['H', 4]]","{'C': 0.7486754347690582, 'H': 0.2513245652309419}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '13fb54aa-a54a-48de-b2ec-b9165dea111d')",Ethene,"('air', 'low population density, long-term')",kilogram,Ethene,C2H4,28.05,"[['C', 2], ['H', 4]]","{'C': 0.8563992869875222, 'H': 0.14374331550802139}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '1fee3bdb-480b-4194-b3d7-0e4bd2814c33')",Butyl acetate,"('air', 'low population density, long-term')",kilogram,Butyl acetate,C6H12O2,116.16,"[['C', 6], ['H', 12], ['O', 2]]","{'C': 0.6204028925619836, 'H': 0.10413223140495868, 'O': 0.27546487603305786}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '5efff566-462f-4ded-b5b4-6761cf50c376')",Sulfate,"('water', 'ocean')",kilogram,Sulfate,O4S-2,96.07,"[['O', 4], ['S', 1]]","{'O': 0.6661392734464454, 'S': 0.33376704486312064}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '5e2e1740-1bb9-4157-b816-6cb5aa006437')","Methane, trifluoro-, HFC-23","('air', 'non-urban air or from high stacks')",kilogram,Methane,CH4,16.043,"[['C', 1], ['H', 4]]","{'C': 0.7486754347690582, 'H': 0.2513245652309419}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '5f29e18d-ace2-466c-831e-be1aee84323a')",Hexane,"('air', 'lower stratosphere + upper troposphere')",kilogram,Hexane,C6H14,86.18,"[['C', 6], ['H', 14]]","{'C': 0.8362265026688327, 'H': 0.16375029009050823}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '63fad899-6b8a-484d-bc90-481a58310070')",Ethyl acetate,"('water', 'ground-, long-term')",kilogram,Ethyl acetate,C4H8O2,88.11,"[['C', 4], ['H', 8], ['O', 2]]","{'C': 0.5452729542617183, 'H': 0.09152196118488254, 'O': 0.3631596867551924}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'fb96e4da-d810-45a0-8b8a-c8f7bb17df38')",Cyclohexane,"('water', 'ground-, long-term')",kilogram,Cyclohexane,C6H12,84.16,"[['C', 6], ['H', 12]]","{'C': 0.8562975285171104, 'H': 0.14372623574144489}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'a89fab33-8e9b-4683-9da5-8ebd9c293f49')",Boric acid,"('air', 'non-urban air or from high stacks')",kilogram,Boric acid,BH3O3,61.84,"[['B', 1], ['H', 3], ['O', 3]]","{'B': 0.1748059508408797, 'H': 0.04890038809831824, 'O': 0.7761481241914618}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'a1af6718-19fc-4727-b640-cda0ac7481fc')",Monochloroethane,"('water', 'ground-')",kilogram,Monochloroethane,C2H5Cl,64.51,"[['C', 2], ['H', 5], ['Cl', 1]]","{'C': 0.37237637575569676, 'H': 0.07812742210509997, 'Cl': 0.5495737095024027}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'feb813f2-ff76-4f52-a966-55297494de4a')",m-Xylene,"('water',)",kilogram,m-Xylene,C8H10,106.16,"[['C', 8], ['H', 10]]","{'C': 0.9051243406179351, 'H': 0.09495101733232857}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '9f5bfac4-cbb6-4b38-afb9-cf563fc5ca15')",Nitrite,"('water',)",kilogram,Nitrite,NO2-,46.006,"[['N', 1], ['O', 2]]","{'N': 0.30446028778854933, 'O': 0.6955179759161849}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '919aa517-c05d-4bcc-9070-422b8e16d9a9')","Phenol, 2,4-dichloro","('air', 'lower stratosphere + upper troposphere')",kilogram,Phenol,C6H6O,94.11,"[['C', 6], ['H', 6], ['O', 1]]","{'C': 0.765763468281798, 'H': 0.06426522154925088, 'O': 0.17000318775900541}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'ad419049-3445-481f-97a3-3d4529ee924f')",Teflubenzuron,"('soil', 'agricultural')",kilogram,Teflubenzuron,C14H6Cl2F4N2O2,381.1,"[['C', 14], ['H', 6], ['Cl', 2], ['F', 4], ['N', 2], ['O', 2]]","{'C': 0.4412332721070585, 'H': 0.015869850432957227, 'Cl': 0.18605615324061928, 'F': 0.1994017318289163, 'N': 0.0735082655471005, 'O': 0.0839622146418263}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '0a7b2a91-5d35-400b-9a9e-30e195abfe73')","Methane, dichloro-, HCC-30","('water', 'ocean')",kilogram,Methane,CH4,16.043,"[['C', 1], ['H', 4]]","{'C': 0.7486754347690582, 'H': 0.2513245652309419}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'f4cf8d5c-f030-4b55-a3af-e3c20b855ee8')",Antimony,"('soil', 'agricultural')",kilogram,Antimony,Sb,121.76,"[['Sb', 1]]",{'Sb': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'eeaeefc1-0af9-45e5-99a8-2333a387f0ae')",Propanal,"('air', 'urban air close to ground')",kilogram,Propanal,C3H6O,58.08,"[['C', 3], ['H', 6], ['O', 1]]","{'C': 0.6204028925619836, 'H': 0.10413223140495868, 'O': 0.27546487603305786}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'fa39136e-1ef6-43c1-af68-104da104568d')",Antimony,"('air', 'low population density, long-term')",kilogram,Antimony,Sb,121.76,"[['Sb', 1]]",{'Sb': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'fbfabc26-84d9-46cd-9d1b-1a0060325b64')",Selenium,"('air', 'lower stratosphere + upper troposphere')",kilogram,Selenium,Se,78.97,"[['Se', 1]]",{'Se': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '416eedbd-a7b4-4693-8031-9bfaa2f20ebc')","Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b","('air', 'non-urban air or from high stacks')",kilogram,Ethane,C2H6,30.07,"[['C', 2], ['H', 6]]","{'C': 0.7988693049551047, 'H': 0.20113069504489525}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '59177170-590b-4d94-833a-e23d899f422e')",Esfenvalerate,"('soil', 'agricultural')",kilogram,Esfenvalerate,C25H22ClNO3,419.9,"[['C', 25], ['H', 22], ['Cl', 1], ['N', 1], ['O', 3]]","{'C': 0.7151107406525363, 'H': 0.05281257442248155, 'Cl': 0.08443200762086212, 'N': 0.033357942367230296, 'O': 0.11430578709216481}",1.0,dissipation
